#;ISO;EN_country;Sco15;Diff sco14;Diff;Abuses score;Underlying situation score;Situation;EN_zone;ES_country;FR_Country;FR_zone;ES_zone;;;;;;
147;MYS;Malaysia;43,29;-0,56;"0 (147 ; 42,73)";21,97;43,29;Difficult situation;Asia-Pacific;Malasia;Malaisie;Asie-Pacifique;Asia y el Pacífico;;;;;;
148;MEX;Mexico;43,69;1,35;"+4 (152 ; 45,04)";63,19;38,82;Difficult situation;Americas;México;Mexique;Amériques;Amériques;;;;;;
149;TUR;Turkey;44,16;1,71;"+5 (154 ; 45,87)";64,89;38,97;Difficult situation;Eastern Europe & Central Asia;Turquía;Turquie;Europe de l'Est & Asie centrale;Europa del Este y Asia central;;;;;;
150;COD;The Democratic Republic Of The Congo;44,31;0,33;"+1 (151 ; 44,64)";52,52;42,25;Difficult situation;Africa;RD Congo;RD Congo;Afrique;África;;;;;;
151;GMB;Gambia;44,5;1,92;"+4 (155 ; 46,42)";45,64;44,21;Difficult situation;Africa;Gambia;Gambie;Afrique;África;;;;;;
152;RUS;Russian Federation;44,97;-2,19;"-4 (148 ; 42,78)";60,38;41,11;Difficult situation;Eastern Europe & Central Asia;Rusia;Russie;Europe de l'Est & Asie centrale;Europa del Este y Asia central;;;;;;
153;SGP;Singapore;45,87;-1,58;"-3 (150 ; 44,29)";;45,87;Difficult situation;Asia-Pacific;Singapur;Singapour;Asie-Pacifique;Asia y el Pacífico;;;;;;
154;LBY;Libya;45,99;-6,15;"-17 (137 ; 39,84)";67,30;40,66;Difficult situation;Middle East & North Africa;Libia;Libye;Moyen-Orient & Afrique du Nord;Oriente Medio y África del Norte;;;;;;
155;SWZ;Swaziland;47,28;-0,52;"+1 (156 ; 46,76)";26,39;47,28;Difficult situation;Africa;Suazilandia;Swaziland;Afrique;África;;;;;;
156;IRQ;Iraq;47,76;-2,32;"-3 (153 ; 45,44)";72,44;41,59;Difficult situation;Middle East & North Africa;Irak;Irak;Moyen-Orient & Afrique du Nord;Oriente Medio y África del Norte;;;;;;
157;BLR;Belarus;47,98;-0,16;"0 (157 ; 47,82)";44,66;47,98;Difficult situation;Eastern Europe & Central Asia;Bielorrusia;Bélarus;Europe de l'Est & Asie centrale;Europa del Este y Asia central;;;;;;
158;EGY;Egypt;50,17;1,72;"+1 (159 ; 51,89)";60,98;47,47;Difficult situation;Middle East & North Africa;Egipto;Égypte;Moyen-Orient & Afrique du Nord;Oriente Medio y África del Norte;;;;;;
159;PAK;Pakistan;50,46;1;"-1 (158 ; 51,46)";64,91;46,85;Difficult situation;Asia-Pacific;Pakistán;Pakistan;Asie-Pacifique;Asia y el Pacífico;;;;;;
160;KAZ;Kazakhstan;53,46;1,48;"+1 (161 ; 54,94)";41,11;53,46;Difficult situation;Eastern Europe & Central Asia;Kazajistán;Kazakhstan;Europe de l'Est & Asie centrale;Europa del Este y Asia central;;;;;;
161;RWA;Rwanda;56,57;-;"+1 (162 ; 56,57)";33,32;56,57;Very serious situation;Africa;Ruanda;Rwanda;Afrique;África;;;;;;
162;AZE;Azerbaijan;58,41;-5,54;"-2 (160 ; 52,87)";60,50;57,88;Very serious situation;Eastern Europe & Central Asia;Azerbaiyán;Azerbaïdjan;Europe de l'Est & Asie centrale;Europa del Este y Asia central;;;;;;
163;BHR;Bahrain;58,69;-0,43;"0 (163 ; 58,26)";57,53;58,69;Very serious situation;Middle East & North Africa;Baréin;Bahreïn;Moyen-Orient & Afrique du Nord;Oriente Medio y África del Norte;;;;;;
164;SAU;Saudi Arabia;59,41;-1,11;"0 (164 ; 58,3)";55,98;59,41;Very serious situation;Middle East & North Africa;Arabia Saudita;Arabie saoudite;Moyen-Orient & Afrique du Nord;Oriente Medio y África del Norte;;;;;;
165;LKA;Sri Lanka;60,28;-1,15;"0 (165 ; 59,13)";40,60;60,28;Very serious situation;Asia-Pacific;Sri Lanka;Sri Lanka;Asie-Pacifique;Asia y el Pacífico;;;;;;
166;UZB;Uzbekistan;61,14;-0,13;"0 (166 ; 61,01)";66,64;59,77;Very serious situation;Eastern Europe & Central Asia;Uzbekistán;Ouzbékistan;Europe de l'Est & Asie centrale;Europa del Este y Asia central;;;;;;
167;GNQ;Equatorial Guinea;66,23;1,72;"+1 (168 ; 67,95)";13,86;66,23;Very serious situation;Africa;Guinea Ecuatorial;Guinée équatoriale;Afrique;África;;;;;;
168;YEM;Yemen;66,36;0,9;"-1 (167 ; 67,26)";51,65;66,36;Very serious situation;Middle East & North Africa;Yemen;Yémen;Moyen-Orient & Afrique du Nord;Oriente Medio y África del Norte;;;;;;
169;CUB;Cuba;70,21;0,71;"+1 (170 ; 70,92)";52,26;70,21;Very serious situation;Americas;Cuba;Cuba;Amériques;Amériques;;;;;;
170;DJI;Djibouti;71,04;-0,7;"-1 (169 ; 70,34)";25,65;71,04;Very serious situation;Africa;Yibuti;Djibouti;Afrique;África;;;;;;
171;LAO;Lao People's Democratic Republic;71,25;-0,03;"0 (171 ; 71,22)";56,02;71,25;Very serious situation;Asia-Pacific;Laos;Laos;Asie-Pacifique;Asia y el Pacífico;;;;;;
172;SOM;Somalia;72,31;0,88;"+4 (176 ; 73,19)";53,71;72,31;Very serious situation;Africa;Somalia;Somalie;Afrique;África;;;;;;
173;IRN;Islamic Republic of Iran;72,32;-0,03;"0 (173 ; 72,29)";78,30;70,82;Very serious situation;Middle East & North Africa;Irán;Iran;Moyen-Orient & Afrique du Nord;Oriente Medio y África del Norte;;;;;;
174;SDN;Sudan;72,34;-0,46;"-2 (172 ; 71,88)";52,68;72,34;Very serious situation;Africa;Sudán;Soudan;Afrique;África;;;;;;
175;VNM;Vietnam;72,63;-0,27;"-1 (174 ; 72,36)";74,89;72,06;Very serious situation;Asia-Pacific;Vietnam;Vietnam;#N/A;Asia y el Pacífico;;;;;;
176;CHN;China;73,55;-0,64;"-1 (175 ; 72,91)";89,64;69,53;Very serious situation;Asia-Pacific;China;Chine;Asie-Pacifique;Asia y el Pacífico;;;;;;
177;SYR;Syrian Arab Republic;77,29;-0,25;"0 (177 ; 77,04)";87,11;74,84;Very serious situation;Middle East & North Africa;Siria;Syrie;Moyen-Orient & Afrique du Nord;Oriente Medio y África del Norte;;;;;;
178;TKM;Turkmenistan;80,83;-0,02;"0 (178 ; 80,81)";10,99;80,83;Very serious situation;Eastern Europe & Central Asia;Turkmenistán;Turkménistan;Europe de l'Est & Asie centrale;Europa del Este y Asia central;;;;;;
179;PRK;Democratic People's Republic of Korea;83,25;-1,29;"0 (179 ; 81,96)";51,87;83,25;Very serious situation;Asia-Pacific;Corea del Norte;Corée du Nord;Asie-Pacifique;Asia y el Pacífico;;;;;;
180;ERI;Eritrea;84,86;-0,03;"0 (180 ; 84,83)";31,78;84,86;Very serious situation;Africa;Eritrea;Érythrée;Afrique;África;;;;;;
